,V1,V2,V3,V4,V5,V6,V7
7bb90a217ba90e8cd5e95450e7d5713e,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,NA
7bdb68d243fb5f019a426c5e4d78dc56,NA,NA,NA,NA,NA,NA,NA
7be49330ba7cc3120861268cc64b4e79,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,mucosa/perflava
7c2a91ff50d2e77bfb939d786d8834ea,Bacteria,NA,NA,NA,NA,NA,NA
7c2b515819ce49dd35bcea63dfb0f088,Bacteria,NA,NA,NA,NA,NA,NA
7c367cfb575f8a8f99f2ce0a70455ae8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
7c3721fde8d9521c5ca655902428c874,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,NA
7c402e9d0887fc20067740145c8293f3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
7c55a41f429843cd6e0a943f68177161,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
7c898d21679f9815e493d43f9cdfbcb6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
7cef71fb172eda2d6c1d983fc408e3db,Bacteria,NA,NA,NA,NA,NA,NA
7d14307cad66a62fcaf6de333b7f7756,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,NA
7d24e6e55de7ba391dc416bbcb23d427,Bacteria,NA,NA,NA,NA,NA,NA
7d26c3507c8e73c94c18a8831d9d612e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
7d4462dd5188d1a8e66de38f3398102d,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
7d4cbfa1bd4f1764b14a1b66ec7a3f98,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,NA,NA
7d6dbc2f219ac86f31193686ed974f40,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA
7d96b550bdba494fd992a4d4933720f6,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,cinerea/meningitidis
7d9e6058b451c08d3b803d1baad32787,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
7d9f3094c65c209292c360744aa22e96,Bacteria,NA,NA,NA,NA,NA,NA
7da45c8bdf1c1dcb2f10e14f11d519d2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus,NA
7da928ed38570ec44767d1f63ef2025e,NA,NA,NA,NA,NA,NA,NA
7dc894a1c6403330488362ca022af1e2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Gallicola,NA
7dde8e7c6f62232621e296779a944216,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
7df8e1ee622b02f3810e4521be68c9d6,NA,NA,NA,NA,NA,NA,NA
7e10cb794259b16fe4c9485f91bebdf5,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
7e248f6f8ea703996255658955123271,Bacteria,NA,NA,NA,NA,NA,NA
7e2a767b86b0b16654f2b2c3753ca730,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
7e39834080171cc20bed2caf88582f1f,Bacteria,NA,NA,NA,NA,NA,NA
7e4a17c788f5ac4f09abf4808da75968,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,exigua
7e4d42b8488d5ac698489a3d6d3ce127,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,NA
7e6b6107e2dc9817e27b98f7dd9b48d5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
7e749b04a6b51032121038b537ffbd8c,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,NA
7ea068addc99ae0085b80bd105c9757f,Bacteria,NA,NA,NA,NA,NA,NA
7ea8fb583a1d9c4b02ea0cc0bdadc318,NA,NA,NA,NA,NA,NA,NA
7eb4799938cf63eb12a3c94df4b61db2,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,NA
7ebaa7ee778811abbdebdad6e912179f,NA,NA,NA,NA,NA,NA,NA
7ed09a8d90f4dfcb1359d9bba4439697,Bacteria,NA,NA,NA,NA,NA,NA
7f0dac7fc983102ea0ca99c46afecef0,Bacteria,NA,NA,NA,NA,NA,NA
7f17b15fd245c97805d321473b7bef36,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus,NA
7f1a47d241406532b16a6aa8a6af481c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
7f1a90059ad9bd2dd4d4d5f330c5ea1c,Bacteria,NA,NA,NA,NA,NA,NA
7f253a5e07ff93970f1f7560c2923d13,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,NA
7f4af63d6da17d95a9f97122642ba64b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,NA
7f53851309489915e9d1a64de138c645,Bacteria,NA,NA,NA,NA,NA,NA
7f56033453c35f8e1aa4352784f9a05b,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
7f8aca9172cb58a7878b0ce01047d89a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
7f9249ab32e4260bd1de10b7cfbb193d,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
7f9f11b2b6771317c960b602fcf8339b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
7fb41693c512d000407dda421d41b217,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Parvimonas,NA
7fce85addb003c21121aa9009289e193,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
7fdc6c4297098142a24e9b983f2b4003,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
7ffb8476d5c129450318a1e96bf418c0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,lactolyticus
800e35da0e32eec03e6d70f738f87bd6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Anaerobacter,NA
80379688ab82e712d432f3540d3aeb7d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,NA
803a0cbe36d0327a2581bf7102372c55,Bacteria,NA,NA,NA,NA,NA,NA
80731a302da539f521dfc503c2c006a0,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
80a7d57356e117853fb84ba771ae5a10,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,NA
80b747548fc2dc1faaee8351848ba11a,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,NA
80bf1c8720a5fb2d139a4f77833dca5e,Bacteria,NA,NA,NA,NA,NA,NA
80eac14e5c5fcd3f99a2a80507f522c5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,prevotii
81175e5564789450649ae653accd7065,NA,NA,NA,NA,NA,NA,NA
81323892c0fa1d117f203d612cd4fada,Bacteria,NA,NA,NA,NA,NA,NA
813242bc7b7bdc60e0fddaf0cb80fbba,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionimicrobium,lymphophilum
814cc9b04460bfb83f42d756688c21a7,Bacteria,NA,NA,NA,NA,NA,NA
81550a616165592a099df79161f337da,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
81585f173ce483c9b7228ab085f64f2e,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
8159d0fdb20752a2f6dab6674035dfbc,NA,NA,NA,NA,NA,NA,NA
815b0c30e36f9f12b1ccb47c569ed6fd,Bacteria,NA,NA,NA,NA,NA,NA
818ac3c00d8a207a9a98fae4e55137d1,Bacteria,NA,NA,NA,NA,NA,NA
818e508c3c806e8b90d9c91d9b95a07d,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia/Shigella,"albertii/boydii/coli/coli,/dysenteriae/fergusonii/flexneri/sonnei/vulneris"
81b1db6091d06e83f1a793969ae33208,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
81b9b2f1822ece4022770ad64971a8a2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
81d3d0edbffb50899055c5ae1a91cd37,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
81e624d0d748641c0dd53a835099d2cf,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA
81f969f18de5201d52f2754f5409218d,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,NA,NA
81faa2c902c5aa9658ffbb4c25abceae,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans,NA
8204d55fe4363b28053a1933941a9958,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8215844f2443f6d5ad25a56f4a228372,NA,NA,NA,NA,NA,NA,NA
82338099e423fedd6b7da54dc3c4b92e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
8237f7a4320e11750587554892462b38,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
826237f779254f3633adbdfb6bf7d99b,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA,NA
826a7aab706efb5f6d2404bf8a08fbb6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
826b5ee42846edaed43f33217badabbd,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
829b02cfba0093ce194d135604403156,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,guillouiae/lwoffii
82ac0f3b1bfedf368b7d001e640fd65b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
82b8ccf694c2826963f43e54cdca0eff,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA
82bc49569f221b3c3b4e1bee4bd9c666,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA
82c4391324e9ea3bd6f31711a922226f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
82d583f4a448f0e0d84832384de500dd,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus
82dd2b5b0227c52a2ad77368a194ac5b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,NA
82e16090ad838a9a156901354f283cce,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
82fec1a642190d709c16b1a6ef459a89,Bacteria,NA,NA,NA,NA,NA,NA
82fefc0d04678e6b22e67e73efdd30ae,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis
83108620e2f40aeb7357edfe7d6822c6,Bacteria,NA,NA,NA,NA,NA,NA
831edb72c5a125188bbc5aef86d4608e,Bacteria,NA,NA,NA,NA,NA,NA
8321d543b391d2a99ab424c60fe0c0be,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
8325f9f3081e5df05c6f778339dc9788,Bacteria,NA,NA,NA,NA,NA,NA
832ed70fabf7338cb920d902223f3515,Bacteria,NA,NA,NA,NA,NA,NA
8359317c0ae4049655a2478bbcc3c65c,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
836610836fc257025b91d90befc3c6cc,NA,NA,NA,NA,NA,NA,NA
836875f8b4ae6dcdc8bee679bb736f47,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,NA
836a80c46e93f8508d55737e9a51a007,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
839c15481a4a6d880a9181c482dff750,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
83a004a50583a35938016f8ae0d94c55,Bacteria,NA,NA,NA,NA,NA,NA
83a887b58c66fff5a110cf0d35ba2e37,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA
83db947426d864067d055d48f563e5be,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
83dea0ab45c25c76c2f1806f7dc0f702,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,NA,NA,NA
83f23d2817490839bf2cb79af1234d16,Bacteria,NA,NA,NA,NA,NA,NA
8418cda6c2332b60712afc33536f521d,Bacteria,NA,NA,NA,NA,NA,NA
843a51e682a50f7e11f5a63194c683cb,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
84465ef7a89d952f2c169442a7d95cdd,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,NA
8454a879ad288d2b9e2ec87f26f37133,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,deltae
8460956f7f2b005c4697af57d1be5631,Bacteria,NA,NA,NA,NA,NA,NA
846bd03c4f19686bc0725d84b4b1c75f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
846d0014fbc9e19f419c616cd353a770,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
8470b556c5bd0ca6dad7864fcc85d684,NA,NA,NA,NA,NA,NA,NA
8479a0a0a574b260817faca4a4a42ca9,NA,NA,NA,NA,NA,NA,NA
8481af55b7c4e685df1626aeed4111e4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
848c5ebf5b7951131522c35a83954255,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
84a2141d6e1992439fbe33c3a2d4765a,Bacteria,NA,NA,NA,NA,NA,NA
84bd9db3de575a061fe3cda575457339,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum
84e28d5f4ca9bf82f04b57c7ee0f14b8,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,harei
851c9cda818c1e9dbcb11848d3e32793,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,aerosaccus
8557a2b9a2ace90b4d8d78eb692ee6e5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,coleohominis
855ddd737a13a15435193c3df1dbf1ea,NA,NA,NA,NA,NA,NA,NA
857d4c306c43be0d26f1c20a93bf60b3,Bacteria,NA,NA,NA,NA,NA,NA
85a58f9364f887671e04d276b91db62e,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
85b1477739803e9c0186211fa12def8d,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,mirabilis/penneri/vulgaris
85bb897835287cd4dffe38b2081ed35f,Bacteria,NA,NA,NA,NA,NA,NA
85de558da23321676a759093e8371be7,Bacteria,NA,NA,NA,NA,NA,NA
85efd670932cdb231adf57e30e919375,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
85f6827b6c3fc4111cfe96c341def654,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
863168a6173844bb17e8a53088fc0e4b,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
864405caa89355781698242bc3d1d651,Bacteria,NA,NA,NA,NA,NA,NA
8653c4078ad93f61ccec036540f18ace,Bacteria,NA,NA,NA,NA,NA,NA
8659dee306a71466e645fa60936182d0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Parvimonas,NA
865e0be60eedad53503ed12dfc0f0a28,NA,NA,NA,NA,NA,NA,NA
86b1d06d6516aa6318189623d8f81db9,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,NA
86e7b91d61abb4a01ab787c4ecdf252d,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
86fe3d5770941de29bf38f3fff8d3b43,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
86ff2059265486dc1f21aa37e7d21564,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pelistega,NA
8702eb7200ef62021c1d6f30c380d188,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
8703af4927230b8bd7fd6fd870a449b1,Bacteria,NA,NA,NA,NA,NA,NA
8705ade104d195e0e83b70885fac2b39,Bacteria,NA,NA,NA,NA,NA,NA
87131a39594acf030a9cdacfc01b2c86,Bacteria,NA,NA,NA,NA,NA,NA
871bf9a6175092537fc79ab445259243,Bacteria,NA,NA,NA,NA,NA,NA
871db66430d960a20c66f748f5f957eb,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
87219e564ab84cb94e6add99cdd767a4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
87449748c61e9bff2ec89d6825c7e959,Bacteria,NA,NA,NA,NA,NA,NA
874efbd266f99afb9d9794d249845d22,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
875e3cea331af921538c045c06129c4a,Bacteria,NA,NA,NA,NA,NA,NA
87608357335f35b72fc7ad7da032e5c8,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
876a535b50852527d9b1ec432ba55d39,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,NA
8770476efa1cc46953dd6e9d87f37977,Bacteria,NA,NA,NA,NA,NA,NA
877c49db60c885d54267b29ffd2cb9e2,Bacteria,NA,NA,NA,NA,NA,NA
877cbc087a7cb5e69ee320ba18dda64c,Bacteria,NA,NA,NA,NA,NA,NA
87dbbfed1194ba8e189228a4a0432013,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,veroralis
87e942aea2c6b24a33c070b13b2d34cc,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
87fdd3143e1e0b44ef199cca93eab457,Bacteria,NA,NA,NA,NA,NA,NA
87feb0dd857076c992b6de4040e05aaf,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella,NA
8803af5b806f1496a12ec64bd8b89879,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,NA
8810497b3ee2d35f95609c407afdd0d4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Saccharofermentans,NA
881cad1ec67496dc739bf816c5e8ee08,Bacteria,NA,NA,NA,NA,NA,NA
88236b4385993a7ac9cad3c2f896e015,Bacteria,NA,NA,NA,NA,NA,NA
88267e098066da8ddbd7eb8b44e3bed8,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,haemolyticus
883bcb3bdb5314582c895e219f07d5d8,NA,NA,NA,NA,NA,NA,NA
8858168046f2de81295629454f884c7a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,disiens
88631b093bfa020ac4f139ae7c1bbf70,Bacteria,NA,NA,NA,NA,NA,NA
886668a8c0da38d06027a1a8d18f745d,Bacteria,NA,NA,NA,NA,NA,NA
8877503c56247b2ef2a4c6b11544e253,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
888d682eb32cc17f3ba2d3aef621c007,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,coleohominis
88907b4c89a06bb5a1dcf97dc883ea77,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
8894fe08a5e16aaff7d95a936cf3903d,Bacteria,NA,NA,NA,NA,NA,NA
88a069bc7b24f4b92c2ddb2fab061e02,NA,NA,NA,NA,NA,NA,NA
88b55cc8d5f33219bdba47bf40b9375a,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Ezakiella,NA
88c18ff5bbcdaeb66020cc29ec0704fc,Bacteria,NA,NA,NA,NA,NA,NA
88c43bfa8eea31c4fe33b6eac117b30e,NA,NA,NA,NA,NA,NA,NA
88da24a9cf567c78a7c4ebd387612c54,Bacteria,NA,NA,NA,NA,NA,NA
88e11864096e6c26373a56f8716f44dc,NA,NA,NA,NA,NA,NA,NA
88fee93819b11e82f1349839fee1b663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
8912ce493844fd400c10ee6e684fbf08,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
89142b837f8d4c63d72a1e02f4076038,Bacteria,NA,NA,NA,NA,NA,NA
8921d1d6ba2d29996e152f3e8a6cbd20,Bacteria,NA,NA,NA,NA,NA,NA
892335276c8d6ccd87757fcd22688260,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,NA
89373dc39883d689b1399ba94f07d03f,Bacteria,NA,NA,NA,NA,NA,NA
89393a260f5cd0c19ddc8a84e126bd4b,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
896e1ac2f8e0dce2662d9166260786a8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
896f7ceb289a4f1914e5a32f32dfa51b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA
897c69276fb3c8459da90167144541bf,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
898b2ab085ebc8a09caebbbaaaea1de2,Bacteria,NA,NA,NA,NA,NA,NA
899c8147554baf547d427cf4e7264ee6,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,flava/macacae/mucosa/perflava/sicca
89ca236050c349818b92eabd34dc90bc,Bacteria,NA,NA,NA,NA,NA,NA
89d0029ae61d3a813a598027519c2d2d,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,NA
89f02c779bce40940714ca2fa9414af8,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
89f6061ff665cd78bbdab99613a68376,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
89f724fe8d2c2193e494c1930618cb82,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8a03452949611273bde7adee9520ea9d,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8a05c656d65fcaf357c27eb2ae197d5c,NA,NA,NA,NA,NA,NA,NA
8a12c7c9d4cd5b5d35d867321fd6be03,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA
8a2e6d9d3b5da20ff54b1fca8a8873fc,Bacteria,NA,NA,NA,NA,NA,NA
8a4fdb9350c616446e8898625f61359a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,ruminis
8a5103f3018a32544af5cc2336618389,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,cristatus
8a57e054b93d83526a0f8faa1de6451e,Bacteria,NA,NA,NA,NA,NA,NA
8a6ef06ea18830051e8aee58823e9e1b,Bacteria,NA,NA,NA,NA,NA,NA
8a770fb7123de7db83c7a963f9225708,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
8aa809720f2fa7412b09b3c84336a958,NA,NA,NA,NA,NA,NA,NA
8af2149d8beb97d5255b40e8f53b6d5b,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
8b6e06a4eaae446fdc51687aeb5e8b78,Bacteria,NA,NA,NA,NA,NA,NA
8b8bc745c457bab851bb0f1c2ea0db1d,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
8b90ccaa935499b6b48c4b6171d1ca76,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8ba7b4aba786ae26a010ff6d26460eb8,Bacteria,NA,NA,NA,NA,NA,NA
8bb807ac75b5126468f1fc3d244671f2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8bbe51ca4b87e20da3bea63ae1c6f664,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8bc9f98f32534d7ae8ac2cfb997c183f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
8bcbf41ef34044858ed6f21b62a65b79,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae
8bf327acc1d2c432b30714d669dacd04,Bacteria,NA,NA,NA,NA,NA,NA
8c00ce2e168fb07bf12fda0055fdde24,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium,NA
8c0d2306a1323a82c22cb9c9401d8436,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
8c214ae2b203836550eae2d7576631d7,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
8c70a4750944712adaf2025421448b6c,Bacteria,NA,NA,NA,NA,NA,NA
8c86dadba28a4f025583f1c3abce9174,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
8ca4a22ecc9f3b0e44ecc5568b7fa893,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
8caca97c64db6ccdaf49319afbccc89f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus/milleri
